instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,cnt
4187,28-06-2011,3,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39,456
4188,28-06-2011,3,6,9,0,2,1,1,0.74,0.697,0.7,0,38,246
4189,28-06-2011,3,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,157
4190,28-06-2011,3,6,11,0,2,1,1,0.82,0.7576,0.46,0,49,167
4191,28-06-2011,3,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,202
4192,28-06-2011,3,6,13,0,2,1,1,0.84,0.7576,0.44,0,33,189
4193,28-06-2011,3,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,160
4194,28-06-2011,3,6,15,0,2,1,1,0.86,0.7879,0.41,0,39,166
4195,28-06-2011,3,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41,261
4196,28-06-2011,3,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,579
4197,28-06-2011,3,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,504
4198,28-06-2011,3,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,299
4199,28-06-2011,3,6,20,0,2,1,1,0.74,0.6818,0.62,0,50,296
4200,28-06-2011,3,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,195
4201,28-06-2011,3,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,134
4202,28-06-2011,3,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23,81
4203,29-06-2011,3,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11,36
4204,29-06-2011,3,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,28
4205,29-06-2011,3,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,16
4206,29-06-2011,3,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2,5
4207,29-06-2011,3,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5
4208,29-06-2011,3,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3,22
4209,29-06-2011,3,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,116
4210,29-06-2011,3,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,336
4211,29-06-2011,3,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,540
4212,29-06-2011,3,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,221
4213,29-06-2011,3,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,126
4214,29-06-2011,3,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,170
4215,29-06-2011,3,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,243
4216,29-06-2011,3,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,231
4217,29-06-2011,3,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,188
4218,29-06-2011,3,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,189
4219,29-06-2011,3,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,328
4220,29-06-2011,3,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,570
4221,29-06-2011,3,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,588
4222,29-06-2011,3,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,401
4223,29-06-2011,3,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,333
4224,29-06-2011,3,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,221
4225,29-06-2011,3,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,183
4226,29-06-2011,3,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,129
4227,30-06-2011,3,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,54
4228,30-06-2011,3,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,32
4229,30-06-2011,3,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,8
4230,30-06-2011,3,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,9
4231,30-06-2011,3,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,6
4232,30-06-2011,3,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,25
4233,30-06-2011,3,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,123
4234,30-06-2011,3,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,320
4235,30-06-2011,3,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,555
4236,30-06-2011,3,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,260
4237,30-06-2011,3,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,132
4238,30-06-2011,3,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,169
4239,30-06-2011,3,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,233
4240,30-06-2011,3,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,232
4241,30-06-2011,3,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,163
4242,30-06-2011,3,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,240
4243,30-06-2011,3,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,323
4244,30-06-2011,3,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,594
4245,30-06-2011,3,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,586
4246,30-06-2011,3,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,455
4247,30-06-2011,3,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,340
4248,30-06-2011,3,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,323
4249,30-06-2011,3,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,207
4250,30-06-2011,3,6,23,0,4,1,1,0.66,0.6212,0.5,0,27,126
4251,01-07-2011,3,7,0,0,5,1,1,0.66,0.6212,0.5,0,20,68
4252,01-07-2011,3,7,1,0,5,1,1,0.66,0.6212,0.5,0,15,31
4253,01-07-2011,3,7,2,0,5,1,1,0.62,0.6061,0.69,0,6,13
4254,01-07-2011,3,7,3,0,5,1,1,0.64,0.6212,0.53,0,5,11
4255,01-07-2011,3,7,4,0,5,1,1,0.62,0.6212,0.57,0,1,6
4256,01-07-2011,3,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,30
4257,01-07-2011,3,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,108
4258,01-07-2011,3,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,243
4259,01-07-2011,3,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,492
4260,01-07-2011,3,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,260
4261,01-07-2011,3,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,170
4262,01-07-2011,3,7,11,0,5,1,1,0.8,0.697,0.26,0,68,214
4263,01-07-2011,3,7,12,0,5,1,1,0.8,0.697,0.26,0,83,263
4264,01-07-2011,3,7,13,0,5,1,1,0.8,0.6818,0.24,0,83,292
4265,01-07-2011,3,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,303
4266,01-07-2011,3,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,381
4267,01-07-2011,3,7,16,0,5,1,1,0.82,0.697,0.17,0,85,427
4268,01-07-2011,3,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,461
4269,01-07-2011,3,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,422
4270,01-07-2011,3,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,318
4271,01-07-2011,3,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,269
4272,01-07-2011,3,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,218
4273,01-07-2011,3,7,22,0,5,1,1,0.7,0.6364,0.42,0,49,222
4274,01-07-2011,3,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,140
4275,02-07-2011,3,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,115
4276,02-07-2011,3,7,1,0,6,0,1,0.66,0.6212,0.54,0,20,78
4277,02-07-2011,3,7,2,0,6,0,1,0.64,0.6212,0.53,0,9,52
4278,02-07-2011,3,7,3,0,6,0,1,0.64,0.6212,0.53,0,5,26
4279,02-07-2011,3,7,4,0,6,0,1,0.62,0.6061,0.61,0,3,11
4280,02-07-2011,3,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,14
4281,02-07-2011,3,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,32
4282,02-07-2011,3,7,7,0,6,0,1,0.64,0.6061,0.65,0,10,45
4283,02-07-2011,3,7,8,0,6,0,1,0.68,0.6364,0.57,0,38,132
4284,02-07-2011,3,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,179
4285,02-07-2011,3,7,10,0,6,0,1,0.8,0.7121,0.36,0,103,271
4286,02-07-2011,3,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,357
4287,02-07-2011,3,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,374
4288,02-07-2011,3,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,404
4289,02-07-2011,3,7,14,0,6,0,1,0.84,0.7121,0.2,0,177,392
4290,02-07-2011,3,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,331
4291,02-07-2011,3,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,398
4292,02-07-2011,3,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,349
4293,02-07-2011,3,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,383
4294,02-07-2011,3,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,305
4295,02-07-2011,3,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,284
4296,02-07-2011,3,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,232
4297,02-07-2011,3,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,201
4298,02-07-2011,3,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,154
4299,03-07-2011,3,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,144
4300,03-07-2011,3,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,78
4301,03-07-2011,3,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,69
4302,03-07-2011,3,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,33
4303,03-07-2011,3,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,5
4304,03-07-2011,3,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1
4305,03-07-2011,3,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3
4306,03-07-2011,3,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,25
4307,03-07-2011,3,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,92
4308,03-07-2011,3,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,181
4309,03-07-2011,3,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,264
4310,03-07-2011,3,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,390
4311,03-07-2011,3,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,404
4312,03-07-2011,3,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,421
4313,03-07-2011,3,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,375
4314,03-07-2011,3,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,376
4315,03-07-2011,3,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,414
4316,03-07-2011,3,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,358
4317,03-07-2011,3,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,181
4318,03-07-2011,3,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,183
4319,03-07-2011,3,7,20,0,0,0,3,0.66,0.6061,0.83,0,83,176
4320,03-07-2011,3,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,167
4321,03-07-2011,3,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,162
4322,03-07-2011,3,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,147
4323,04-07-2011,3,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,140
4324,04-07-2011,3,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,119
4325,04-07-2011,3,7,2,1,1,0,1,0.64,0.5758,0.83,0,33,63
4326,04-07-2011,3,7,3,1,1,0,1,0.64,0.5909,0.78,0,13,26
4327,04-07-2011,3,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,12
4328,04-07-2011,3,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,4
4329,04-07-2011,3,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,16
4330,04-07-2011,3,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,36
4331,04-07-2011,3,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,86
4332,04-07-2011,3,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,238
4333,04-07-2011,3,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,280
4334,04-07-2011,3,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,349
4335,04-07-2011,3,7,12,1,1,0,2,0.78,0.7121,0.52,0,237,447
4336,04-07-2011,3,7,13,1,1,0,2,0.78,0.7121,0.49,0,242,423
4337,04-07-2011,3,7,14,1,1,0,1,0.8,0.7273,0.46,0,235,408
4338,04-07-2011,3,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,408
4339,04-07-2011,3,7,16,1,1,0,1,0.82,0.7424,0.41,0,236,452
4340,04-07-2011,3,7,17,1,1,0,1,0.8,0.7273,0.46,0,240,436
4341,04-07-2011,3,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,418
4342,04-07-2011,3,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,375
4343,04-07-2011,3,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,386
4344,04-07-2011,3,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,457
4345,04-07-2011,3,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,326
4346,04-07-2011,3,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,138
4347,05-07-2011,3,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,55
4348,05-07-2011,3,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,39
4349,05-07-2011,3,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,13
4350,05-07-2011,3,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,8
4351,05-07-2011,3,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,5
4352,05-07-2011,3,7,5,0,2,1,1,0.66,0.6212,0.69,0,1,20
4353,05-07-2011,3,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,94
4354,05-07-2011,3,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,270
4355,05-07-2011,3,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,432
4356,05-07-2011,3,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,227
4357,05-07-2011,3,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,139
4358,05-07-2011,3,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,172
4359,05-07-2011,3,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,201
4360,05-07-2011,3,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,203
4361,05-07-2011,3,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,178
4362,05-07-2011,3,7,15,0,2,1,1,0.82,0.7424,0.43,0,51,162
4363,05-07-2011,3,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,281
4364,05-07-2011,3,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,545
4365,05-07-2011,3,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,496
4366,05-07-2011,3,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,368
4367,05-07-2011,3,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,284
4368,05-07-2011,3,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,245
4369,05-07-2011,3,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,155
4370,05-07-2011,3,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,73
4371,06-07-2011,3,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,37
4372,06-07-2011,3,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,15
4373,06-07-2011,3,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,5
4374,06-07-2011,3,7,3,0,3,1,1,0.7,0.6667,0.79,0,0,6
4375,06-07-2011,3,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6
4376,06-07-2011,3,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,35
4377,06-07-2011,3,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,121
4378,06-07-2011,3,7,7,0,3,1,2,0.72,0.697,0.79,0,24,312
4379,06-07-2011,3,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,428
4380,06-07-2011,3,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,189
4381,06-07-2011,3,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,43
4382,06-07-2011,3,7,11,0,3,1,2,0.72,0.697,0.74,0,24,127
4383,06-07-2011,3,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,152
4384,06-07-2011,3,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,140
4385,06-07-2011,3,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,163
4386,06-07-2011,3,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,185
4387,06-07-2011,3,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,275
4388,06-07-2011,3,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,596
4389,06-07-2011,3,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,563
4390,06-07-2011,3,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,394
4391,06-07-2011,3,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,312
4392,06-07-2011,3,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,241
4393,06-07-2011,3,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,186
4394,06-07-2011,3,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,98
4395,07-07-2011,3,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,35
4396,07-07-2011,3,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,16
4397,07-07-2011,3,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,8
4398,07-07-2011,3,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,4
4399,07-07-2011,3,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4
4400,07-07-2011,3,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,32
4401,07-07-2011,3,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,118
4402,07-07-2011,3,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,292
4403,07-07-2011,3,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,443
4404,07-07-2011,3,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,179
4405,07-07-2011,3,7,10,0,4,1,1,0.78,0.7424,0.62,0,29,101
4406,07-07-2011,3,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,142
4407,07-07-2011,3,7,12,0,4,1,1,0.84,0.7727,0.41,0,32,171
4408,07-07-2011,3,7,13,0,4,1,1,0.86,0.7879,0.41,0,48,155
4409,07-07-2011,3,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,160
4410,07-07-2011,3,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,166
4411,07-07-2011,3,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,265
4412,07-07-2011,3,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,569
4413,07-07-2011,3,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,562
4414,07-07-2011,3,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,365
4415,07-07-2011,3,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,285
4416,07-07-2011,3,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,209
4417,07-07-2011,3,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,182
4418,07-07-2011,3,7,23,0,4,1,1,0.72,0.6818,0.66,0,31,129
4419,08-07-2011,3,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,47
4420,08-07-2011,3,7,1,0,5,1,1,0.72,0.697,0.79,0,9,34
4421,08-07-2011,3,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,22
4422,08-07-2011,3,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,2,6
4423,08-07-2011,3,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,7,11
4424,08-07-2011,3,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,3,27
4425,08-07-2011,3,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,11,102
4426,08-07-2011,3,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,332
4427,08-07-2011,3,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,36,457
4428,08-07-2011,3,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,30,241
4429,08-07-2011,3,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,30,138
4430,08-07-2011,3,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,61,165
4431,08-07-2011,3,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,213
4432,08-07-2011,3,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,229
4433,08-07-2011,3,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,216
4434,08-07-2011,3,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,141
4435,08-07-2011,3,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,132
4436,08-07-2011,3,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,167
4437,08-07-2011,3,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,35,316
4438,08-07-2011,3,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,270
4439,08-07-2011,3,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,30,250
4440,08-07-2011,3,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,204
4441,08-07-2011,3,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,169
4442,08-07-2011,3,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,151
4443,09-07-2011,3,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,121
4444,09-07-2011,3,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,5,53
4445,09-07-2011,3,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,55
4446,09-07-2011,3,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,30
4447,09-07-2011,3,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,6
4448,09-07-2011,3,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,15
4449,09-07-2011,3,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,38
4450,09-07-2011,3,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,71
4451,09-07-2011,3,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,68,182
4452,09-07-2011,3,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,77,247
4453,09-07-2011,3,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,264
4454,09-07-2011,3,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,290
4455,09-07-2011,3,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,366
4456,09-07-2011,3,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,167,416
4457,09-07-2011,3,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,158,373
4458,09-07-2011,3,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,402
4459,09-07-2011,3,7,16,0,6,0,1,0.82,0.7273,0.38,0,171,416
4460,09-07-2011,3,7,17,0,6,0,1,0.84,0.7273,0.32,0,160,401
4461,09-07-2011,3,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,132,378
4462,09-07-2011,3,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,128,306
4463,09-07-2011,3,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,129,314
4464,09-07-2011,3,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,238
4465,09-07-2011,3,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,214
4466,09-07-2011,3,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,47,140
4467,10-07-2011,3,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,42,154
4468,10-07-2011,3,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,19,113
4469,10-07-2011,3,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,28,96
4470,10-07-2011,3,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,6,25
4471,10-07-2011,3,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5
4472,10-07-2011,3,7,5,0,0,0,1,0.66,0.6212,0.74,0,7,17
4473,10-07-2011,3,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,8,25
4474,10-07-2011,3,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,65
4475,10-07-2011,3,7,8,0,0,0,1,0.72,0.6818,0.66,0,27,92
4476,10-07-2011,3,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,62,169
4477,10-07-2011,3,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,95,268
4478,10-07-2011,3,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,110,287
4479,10-07-2011,3,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,133,377
4480,10-07-2011,3,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,139,367
4481,10-07-2011,3,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,349
4482,10-07-2011,3,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,142,361
4483,10-07-2011,3,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,372
4484,10-07-2011,3,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,146,363
4485,10-07-2011,3,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,363
4486,10-07-2011,3,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,120,303
4487,10-07-2011,3,7,20,0,0,0,1,0.76,0.697,0.55,0.194,101,268
4488,10-07-2011,3,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,65,227
4489,10-07-2011,3,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,56,143
4490,10-07-2011,3,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,19,72
4491,11-07-2011,3,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,10,35
4492,11-07-2011,3,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,5,10
4493,11-07-2011,3,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,8,12
